Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
1.108891129,0.000104113,0.003035616,Glyma.16G112200,Glyma.16G112200,Glyma.16G112200.Wm82.a2.v1,RING/U-box superfamily protein
1.108726233,0.005542883,0.038223864,Glyma.01G232000,Glyma.01G232000,Glyma.01G232000.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
1.108645558,0.000194183,0.004374109,Glyma.14G016000,Glyma.14G016000,Glyma.14G016000.Wm82.a2.v1,scarecrow-like 5
1.108263135,0.001075182,0.01285565,Glyma.16G157400,Glyma.16G157400,Glyma.16G157400.Wm82.a2.v1,lectin protein kinase family protein
1.107992649,7.55607E-06,0.000788901,Glyma.17G048100,Glyma.17G048100,Glyma.17G048100.Wm82.a2.v1,inter-alpha-trypsin inhibitor heavy chain-related
1.107011318,1.60564E-05,0.001110359,Glyma.11G071300,Glyma.11G071300,Glyma.11G071300.Wm82.a2.v1,Glycosyl hydrolase superfamily protein
1.106771708,0.000533395,0.00816156,Glyma.20G172100,Glyma.20G172100,Glyma.20G172100.Wm82.a2.v1,NAC domain containing protein 17
1.106739521,0.001445195,0.015519163,Glyma.04G103900,Glyma.04G103900,Glyma.04G103900.Wm82.a2.v1,related to AP2 4
1.10654974,3.76829E-05,0.00174393,Glyma.13G288400,Glyma.13G288400,Glyma.13G288400.Wm82.a2.v1,Ypt/Rab-GAP domain of gyp1p superfamily protein
1.106318474,0.00865635,0.051891803,Glyma.18G013800,Glyma.18G013800,Glyma.18G013800.Wm82.a2.v1,RING/U-box superfamily protein
1.105083764,0.000684515,0.009656075,Glyma.18G082700,Glyma.18G082700,Glyma.18G082700.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.104222775,2.38444E-05,0.001351612,Glyma.14G017000,Glyma.14G017000,Glyma.14G017000.Wm82.a2.v1,RmlC-like cupins superfamily protein
1.104129136,0.005212459,0.036634963,Glyma.01G234800,Glyma.01G234800,Glyma.01G234800.Wm82.a2.v1,Alba DNA/RNA-binding protein
1.102009147,0.002835441,0.024296018,Glyma.15G198500,Glyma.15G198500,Glyma.15G198500.Wm82.a2.v1,
1.099851049,0.005997881,0.040232824,Glyma.20G119600,Glyma.20G119600,Glyma.20G119600.Wm82.a2.v1,Protein kinase superfamily protein
1.098749876,2.58236E-05,0.001410744,Glyma.13G102000,Glyma.13G102000,Glyma.13G102000.Wm82.a2.v1,WRKY DNA-binding protein 11
1.097673535,0.000510833,0.007963597,Glyma.17G076200,Glyma.17G076200,Glyma.17G076200.Wm82.a2.v1,Plant calmodulin-binding protein-related
1.097557306,0.004613885,0.033792544,Glyma.20G042200,Glyma.20G042200,Glyma.20G042200.Wm82.a2.v1,F-box family protein
1.097402334,0.000529982,0.008142081,Glyma.15G148000,Glyma.15G148000,Glyma.15G148000.Wm82.a2.v1,xylosyltransferase 1
1.096974194,0.002388156,0.021678303,Glyma.16G017200,Glyma.16G017200,Glyma.16G017200.Wm82.a2.v1,pyrophosphorylase 1
1.096950769,0.000332482,0.006043906,Glyma.06G023700,Glyma.06G023700,Glyma.06G023700.Wm82.a2.v1,
1.096791387,7.80065E-06,0.000794834,Glyma.08G143400,Glyma.08G143400,Glyma.08G143400.Wm82.a2.v1,WRKY DNA-binding protein 13
1.096075475,0.000383958,0.006619061,Glyma.10G174700,Glyma.10G174700,Glyma.10G174700.Wm82.a2.v1,Putative integral membrane protein conserved region (DUF2404)
1.095420659,0.000227828,0.004809191,Glyma.08G119700,Glyma.08G119700,Glyma.08G119700.Wm82.a2.v1,plant U-box 17
1.094799995,0.001599188,0.016545118,Glyma.11G243900,Glyma.11G243900,Glyma.11G243900.Wm82.a2.v1,mitogen-activated protein kinase phosphatase 1
1.093823075,0.000242719,0.005006594,Glyma.15G095000,Glyma.15G095000,Glyma.15G095000.Wm82.a2.v1,"cytochrome P450, family 710, subfamily A, polypeptide 1"
1.09365344,0.003885626,0.030044087,Glyma.11G052100,Glyma.11G052100,Glyma.11G052100.Wm82.a2.v1,myb domain protein 73
1.092970461,4.04332E-05,0.001798963,Glyma.02G222600,Glyma.02G222600,Glyma.02G222600.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
1.092652261,0.009091718,0.05379285,Glyma.07G171600,Glyma.07G171600,Glyma.07G171600.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.092568636,0.000167012,0.00400343,Glyma.08G303200,Glyma.08G303200,Glyma.08G303200.Wm82.a2.v1,Pectin lyase-like superfamily protein
1.092338085,1.97122E-05,0.001215349,Glyma.10G223400,Glyma.10G223400,Glyma.10G223400.Wm82.a2.v1,ribosomal protein 1
1.092160702,4.10209E-05,0.001809996,Glyma.U008800,Glyma.U008800,Glyma.U008800.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.091983438,0.001055247,0.012712873,Glyma.20G140400,Glyma.20G140400,Glyma.20G140400.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 25
1.09162724,3.98029E-05,0.001789539,Glyma.12G063100,Glyma.12G063100,Glyma.12G063100.Wm82.a2.v1,pol-like 5
1.091110587,0.00886053,0.052810757,Glyma.11G059200,Glyma.11G059200,Glyma.11G059200.Wm82.a2.v1,SKU5  similar 17
1.090457395,0.000987195,0.012191793,Glyma.20G132300,Glyma.20G132300,Glyma.20G132300.Wm82.a2.v1,Uncharacterised protein family SERF
1.089488506,0.007781325,0.048214106,Glyma.14G055200,Glyma.14G055200,Glyma.14G055200.Wm82.a2.v1,
1.088436723,0.002922547,0.024822576,Glyma.11G037000,Glyma.11G037000,Glyma.11G037000.Wm82.a2.v1,
1.087420821,0.00038794,0.00666292,Glyma.19G247200,Glyma.19G247200,Glyma.19G247200.Wm82.a2.v1,Plant protein of unknown function (DUF946)
1.087317705,3.00394E-05,0.001529093,Glyma.18G031100,Glyma.18G031100,Glyma.18G031100.Wm82.a2.v1,Nucleotide-sugar transporter family protein
1.087182879,0.000225431,0.004780188,Glyma.06G167900,Glyma.06G167900,Glyma.06G167900.Wm82.a2.v1,HVA22 homologue E
1.086482048,0.000619306,0.009006734,Glyma.13G365500,Glyma.13G365500,Glyma.13G365500.Wm82.a2.v1,methyl-CPG-binding domain 10
1.086035252,0.00037417,0.006498286,Glyma.04G206800,Glyma.04G206800,Glyma.04G206800.Wm82.a2.v1,SAUR-like auxin-responsive protein family
1.085717201,0.000842835,0.011026105,Glyma.05G173100,Glyma.05G173100,Glyma.05G173100.Wm82.a2.v1,ribosomal protein-related
1.084847927,4.93034E-06,0.000659134,Glyma.19G164400,Glyma.19G164400,Glyma.19G164400.Wm82.a2.v1,actin depolymerizing factor 6
1.084008813,0.00029552,0.005647384,Glyma.17G048900,Glyma.17G048900,Glyma.17G048900.Wm82.a2.v1,Protein kinase superfamily protein
1.083850384,0.000418916,0.007010925,Glyma.06G034500,Glyma.06G034500,Glyma.06G034500.Wm82.a2.v1,RING/U-box superfamily protein
1.083348989,0.000238563,0.004950038,Glyma.19G188800,Glyma.19G188800,Glyma.19G188800.Wm82.a2.v1,
1.082740605,0.000205155,0.004526661,Glyma.04G234400,Glyma.04G234400,Glyma.04G234400.Wm82.a2.v1,
1.082457542,0.000767533,0.010355232,Glyma.17G074200,Glyma.17G074200,Glyma.17G074200.Wm82.a2.v1,ubiquitin-specific protease 23
1.08190012,1.12369E-06,0.000370449,Glyma.15G129200,Glyma.15G129200,Glyma.15G129200.Wm82.a2.v1,Peroxidase superfamily protein
1.081680298,0.0001254,0.003383687,Glyma.08G156500,Glyma.08G156500,Glyma.08G156500.Wm82.a2.v1,NAC domain containing protein 103
1.081407428,3.78648E-05,0.001747908,Glyma.18G267000,Glyma.18G267000,Glyma.18G267000.Wm82.a2.v1,receptor-like protein kinase 2
1.081192493,0.000975776,0.012106791,Glyma.14G069200,Glyma.14G069200,Glyma.14G069200.Wm82.a2.v1,
1.079356432,0.00076203,0.010308276,Glyma.02G161100,Glyma.02G161100,Glyma.02G161100.Wm82.a2.v1,basic region/leucine zipper motif 60
1.079288125,0.000386698,0.00665403,Glyma.07G055500,Glyma.07G055500,Glyma.07G055500.Wm82.a2.v1,phosphoinositide 4-kinase gamma 4
1.077801526,0.000771838,0.010403297,Glyma.11G048900,Glyma.11G048900,Glyma.11G048900.Wm82.a2.v1,
1.077558637,0.000320387,0.005910394,Glyma.09G036300,Glyma.09G036300,Glyma.09G036300.Wm82.a2.v1,ubiquitin-conjugating enzyme 32
1.077256203,0.00029582,0.005648695,Glyma.09G198900,Glyma.09G198900,Glyma.09G198900.Wm82.a2.v1,Disease resistance-responsive (dirigent-like protein) family protein
1.077022076,0.000787916,0.010552491,Glyma.01G041700,Glyma.01G041700,Glyma.01G041700.Wm82.a2.v1,homeobox 1
1.076259077,0.00306945,0.025671434,Glyma.02G269400,Glyma.02G269400,Glyma.02G269400.Wm82.a2.v1,glycosyl hydrolase 9B8
1.076135755,0.00120569,0.013764858,Glyma.06G151500,Glyma.06G151500,Glyma.06G151500.Wm82.a2.v1,ARABIDOPSIS TRITHORAX-RELATED PROTEIN 5
1.075821698,0.000105762,0.003064806,Glyma.09G197000,Glyma.09G197000,Glyma.09G197000.Wm82.a2.v1,
1.075300694,0.00102027,0.012451541,Glyma.15G168400,Glyma.15G168400,Glyma.15G168400.Wm82.a2.v1,
1.075158596,1.55333E-05,0.001096409,Glyma.11G215200,Glyma.11G215200,Glyma.11G215200.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.074958019,0.001819736,0.01810497,Glyma.03G108000,Glyma.03G108000,Glyma.03G108000.Wm82.a2.v1,
1.073955387,0.001227555,0.013915271,Glyma.20G015900,Glyma.20G015900,Glyma.20G015900.Wm82.a2.v1,17.6 kDa class II heat shock protein
1.073842525,0.002504226,0.02234822,Glyma.07G211100,Glyma.07G211100,Glyma.07G211100.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.073136926,0.000952454,0.011929463,Glyma.15G025800,Glyma.15G025800,Glyma.15G025800.Wm82.a2.v1,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
1.072643936,5.69277E-05,0.002160272,Glyma.17G038800,Glyma.17G038800,Glyma.17G038800.Wm82.a2.v1,Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
1.072117373,0.000216628,0.004658201,Glyma.11G069700,Glyma.11G069700,Glyma.11G069700.Wm82.a2.v1,Regulator of chromosome condensation (RCC1) family protein
1.072055519,0.006718696,0.043561155,Glyma.02G013700,Glyma.02G013700,Glyma.02G013700.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.071922064,7.97096E-05,0.002610076,Glyma.10G107700,Glyma.10G107700,Glyma.10G107700.Wm82.a2.v1,"autoinhibited Ca(2+)-ATPase, isoform 4"
1.071235925,0.002435728,0.021946611,Glyma.08G037900,Glyma.08G037900,Glyma.08G037900.Wm82.a2.v1,RHO guanyl-nucleotide exchange factor 11
1.070126772,0.000325782,0.00598234,Glyma.20G174800,Glyma.20G174800,Glyma.20G174800.Wm82.a2.v1,ATP-binding casette family G25
1.070072412,0.000436049,0.007185515,Glyma.06G151400,Glyma.06G151400,Glyma.06G151400.Wm82.a2.v1,MAP kinase substrate 1
1.069188356,0.001446277,0.015527808,Glyma.15G171000,Glyma.15G171000,Glyma.15G171000.Wm82.a2.v1,calmodulin-binding family protein
1.067612588,0.000614083,0.008955562,Glyma.06G200300,Glyma.06G200300,Glyma.06G200300.Wm82.a2.v1,exocyst subunit exo70 family protein B1
1.067382336,0.000138966,0.003597315,Glyma.06G268700,Glyma.06G268700,Glyma.06G268700.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.067071915,3.01473E-05,0.001531806,Glyma.13G243400,Glyma.13G243400,Glyma.13G243400.Wm82.a2.v1,3-hydroxyacyl-CoA dehydratase 1
1.066036701,3.31251E-05,0.001625625,Glyma.01G024000,Glyma.01G024000,Glyma.01G024000.Wm82.a2.v1,uncoupling protein 5
1.065233946,0.00063257,0.009150176,Glyma.19G249000,Glyma.19G249000,Glyma.19G249000.Wm82.a2.v1,rotamase cyclophilin 2
1.064059675,0.001834296,0.018200502,Glyma.12G054900,Glyma.12G054900,Glyma.12G054900.Wm82.a2.v1,
1.063405037,0.000361217,0.006358047,Glyma.13G212000,Glyma.13G212000,Glyma.13G212000.Wm82.a2.v1,methionine sulfoxide reductase B 2
1.062872529,5.9839E-05,0.002223885,Glyma.08G017000,Glyma.08G017000,Glyma.08G017000.Wm82.a2.v1,Protein of unknown function (DUF604)
1.061468959,0.004022402,0.03078824,Glyma.02G279600,Glyma.02G279600,Glyma.02G279600.Wm82.a2.v1,
1.061310649,4.8835E-06,0.000658418,Glyma.04G146800,Glyma.04G146800,Glyma.04G146800.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.060554475,0.002405079,0.021762204,Glyma.20G138700,Glyma.20G138700,Glyma.20G138700.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
1.058298111,0.000269986,0.005339138,Glyma.12G047500,Glyma.12G047500,Glyma.12G047500.Wm82.a2.v1,
1.058166981,0.000170526,0.004058168,Glyma.17G153500,Glyma.17G153500,Glyma.17G153500.Wm82.a2.v1,
1.055240691,0.010592805,0.059598033,Glyma.12G162700,Glyma.12G162700,Glyma.12G162700.Wm82.a2.v1,erf domain protein 9
1.055110693,8.10561E-05,0.002628881,Glyma.03G070400,Glyma.03G070400,Glyma.03G070400.Wm82.a2.v1,Fes1A
1.054852009,1.11671E-05,0.000928486,Glyma.20G022900,Glyma.20G022900,Glyma.20G022900.Wm82.a2.v1,Argonaute family protein
1.053854465,2.97386E-05,0.001524859,Glyma.15G030800,Glyma.15G030800,Glyma.15G030800.Wm82.a2.v1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
1.052406367,0.003185816,0.026226076,Glyma.15G090600,Glyma.15G090600,Glyma.15G090600.Wm82.a2.v1,
1.05211556,0.005004388,0.035592539,Glyma.01G195300,Glyma.01G195300,Glyma.01G195300.Wm82.a2.v1,VQ motif-containing protein
1.051452875,0.001183406,0.01358517,Glyma.04G050700,Glyma.04G050700,Glyma.04G050700.Wm82.a2.v1,N-MYC downregulated-like 2
1.050514165,0.000272244,0.005361302,Glyma.07G203700,Glyma.07G203700,Glyma.07G203700.Wm82.a2.v1,glutamate receptor 2.7
1.050299764,0.000707303,0.00984358,Glyma.08G272000,Glyma.08G272000,Glyma.08G272000.Wm82.a2.v1,VQ motif-containing protein
1.050207973,0.000425449,0.007079539,Glyma.04G214600,Glyma.04G214600,Glyma.04G214600.Wm82.a2.v1,ARABIDOPSIS TRITHORAX-RELATED PROTEIN 5
1.049990654,0.000747123,0.010183999,Glyma.16G043700,Glyma.16G043700,Glyma.16G043700.Wm82.a2.v1,apyrase 2
1.049715281,0.000124615,0.003372252,Glyma.02G241000,Glyma.02G241000,Glyma.02G241000.Wm82.a2.v1,Homeodomain-like superfamily protein
1.049585134,0.005639887,0.038664444,Glyma.13G208000,Glyma.13G208000,Glyma.13G208000.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.049453378,0.001649886,0.016924059,Glyma.12G230100,Glyma.12G230100,Glyma.12G230100.Wm82.a2.v1,
1.049447715,6.69795E-05,0.002367731,Glyma.05G167300,Glyma.05G167300,Glyma.05G167300.Wm82.a2.v1,LETM1-like protein
1.04767704,0.001094168,0.012972365,Glyma.16G116300,Glyma.16G116300,Glyma.16G116300.Wm82.a2.v1,high mobility group B2
1.047645569,0.000604127,0.008877219,Glyma.06G136400,Glyma.06G136400,Glyma.06G136400.Wm82.a2.v1,
1.046662092,0.000349208,0.006230831,Glyma.06G034100,Glyma.06G034100,Glyma.06G034100.Wm82.a2.v1,
1.046472073,0.000339589,0.006135365,Glyma.11G075700,Glyma.11G075700,Glyma.11G075700.Wm82.a2.v1,"GDP-D-mannose 4,6-dehydratase 1"
1.045196772,6.45465E-06,0.000727376,Glyma.17G134500,Glyma.17G134500,Glyma.17G134500.Wm82.a2.v1,Tetratricopeptide repeat (TPR)-like superfamily protein
1.043732524,0.006118638,0.040803541,Glyma.06G283500,Glyma.06G283500,Glyma.06G283500.Wm82.a2.v1,
1.043480068,0.003006812,0.025332794,Glyma.12G199800,Glyma.12G199800,Glyma.12G199800.Wm82.a2.v1,HXXXD-type acyl-transferase family protein
1.043379426,9.41442E-05,0.0028761,Glyma.11G247000,Glyma.11G247000,Glyma.11G247000.Wm82.a2.v1,mitochondrial ribosomal protein L11
1.043028414,0.007089665,0.045238206,Glyma.12G224100,Glyma.12G224100,Glyma.12G224100.Wm82.a2.v1,
1.042941228,0.00163733,0.016830987,Glyma.08G022800,Glyma.08G022800,Glyma.08G022800.Wm82.a2.v1,
1.040501595,9.21367E-06,0.000848003,Glyma.05G212800,Glyma.05G212800,Glyma.05G212800.Wm82.a2.v1,VIRB2-interacting protein 2
1.040068626,5.51179E-06,0.000699168,Glyma.10G251900,Glyma.10G251900,Glyma.10G251900.Wm82.a2.v1,polyubiquitin 10
1.039707899,0.006250781,0.041438224,Glyma.02G208000,Glyma.02G208000,Glyma.02G208000.Wm82.a2.v1,UDP-D-glucuronate 4-epimerase 1
1.039506316,0.000786236,0.010541088,Glyma.08G002000,Glyma.08G002000,Glyma.08G002000.Wm82.a2.v1,F-box family protein
1.038504601,5.16269E-05,0.002059343,Glyma.13G281400,Glyma.13G281400,Glyma.13G281400.Wm82.a2.v1,ARF-GAP domain 5
1.037613392,0.007968339,0.049004457,Glyma.06G182500,Glyma.06G182500,Glyma.06G182500.Wm82.a2.v1,Protein of unknown function (DUF1645)
1.037537515,0.002723405,0.023663641,Glyma.17G074300,Glyma.17G074300,Glyma.17G074300.Wm82.a2.v1,BTB/POZ domain with WD40/YVTN repeat-like protein
1.037442088,0.000456498,0.007405517,Glyma.16G209600,Glyma.16G209600,Glyma.16G209600.Wm82.a2.v1,Putative integral membrane protein conserved region (DUF2404)
1.03727293,1.64192E-05,0.001117079,Glyma.17G244800,Glyma.17G244800,Glyma.17G244800.Wm82.a2.v1,RNA-binding protein 47C
1.037012696,0.003240617,0.026536697,Glyma.17G159600,Glyma.17G159600,Glyma.17G159600.Wm82.a2.v1,VQ motif-containing protein
1.036947131,0.009578084,0.055649404,Glyma.14G067700,Glyma.14G067700,Glyma.14G067700.Wm82.a2.v1,
1.036086082,3.67244E-06,0.000602865,Glyma.05G079100,Glyma.05G079100,Glyma.05G079100.Wm82.a2.v1,
1.035278082,0.001315775,0.014593565,Glyma.04G079900,Glyma.04G079900,Glyma.04G079900.Wm82.a2.v1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
1.034949005,4.19922E-05,0.001835736,Glyma.11G220300,Glyma.11G220300,Glyma.11G220300.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.034013212,0.000329164,0.006022749,Glyma.18G273000,Glyma.18G273000,Glyma.18G273000.Wm82.a2.v1,receptor like protein 13
1.03363657,8.64306E-05,0.002732139,Glyma.01G163000,Glyma.01G163000,Glyma.01G163000.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.032549322,4.46998E-05,0.001899285,Glyma.11G152200,Glyma.11G152200,Glyma.11G152200.Wm82.a2.v1,S-locus lectin protein kinase family protein
1.030667424,0.001969423,0.019132317,Glyma.07G265900,Glyma.07G265900,Glyma.07G265900.Wm82.a2.v1,tonoplast dicarboxylate transporter
1.029524207,9.20813E-06,0.000848003,Glyma.06G300600,Glyma.06G300600,Glyma.06G300600.Wm82.a2.v1,S-locus lectin protein kinase family protein
1.029101372,4.0477E-05,0.001798963,Glyma.05G198500,Glyma.05G198500,Glyma.05G198500.Wm82.a2.v1,XS domain-containing protein / XS zinc finger domain-containing protein-related
1.028689146,0.00621509,0.041274855,Glyma.14G152700,Glyma.14G152700,Glyma.14G152700.Wm82.a2.v1,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
1.028470874,0.000797481,0.010649311,Glyma.09G250700,Glyma.09G250700,Glyma.09G250700.Wm82.a2.v1,Tyrosine phosphatase family protein
1.027526379,8.33024E-05,0.002676239,Glyma.11G101200,Glyma.11G101200,Glyma.11G101200.Wm82.a2.v1,Peroxidase superfamily protein
1.027500868,0.000955579,0.01194612,Glyma.04G023500,Glyma.04G023500,Glyma.04G023500.Wm82.a2.v1,
1.027193666,0.001294551,0.014429555,Glyma.03G210500,Glyma.03G210500,Glyma.03G210500.Wm82.a2.v1,Thioredoxin superfamily protein
1.026608944,8.37527E-05,0.002678449,Glyma.01G015400,Glyma.01G015400,Glyma.01G015400.Wm82.a2.v1,
1.026594281,0.00358789,0.028453332,Glyma.14G082300,Glyma.14G082300,Glyma.14G082300.Wm82.a2.v1,BRI1 kinase inhibitor 1
1.026263475,0.00102773,0.012507901,Glyma.02G291300,Glyma.02G291300,Glyma.02G291300.Wm82.a2.v1,calmodulin-domain protein kinase 9
1.025573015,0.000230791,0.004840555,Glyma.16G058900,Glyma.16G058900,Glyma.16G058900.Wm82.a2.v1,
1.025319457,0.007600135,0.04751068,Glyma.07G168600,Glyma.07G168600,Glyma.07G168600.Wm82.a2.v1,nudix hydrolase homolog 17
1.023619384,0.008611375,0.051699614,Glyma.07G074100,Glyma.07G074100,Glyma.07G074100.Wm82.a2.v1,NAD(P)-binding Rossmann-fold superfamily protein
1.022788316,0.000189164,0.004306058,Glyma.13G268200,Glyma.13G268200,Glyma.13G268200.Wm82.a2.v1,
1.022374272,0.003391728,0.027437354,Glyma.08G151300,Glyma.08G151300,Glyma.08G151300.Wm82.a2.v1,germin 3
1.022068024,0.000220087,0.004705924,Glyma.17G230100,Glyma.17G230100,Glyma.17G230100.Wm82.a2.v1,N-MYC downregulated-like 2
1.021890715,0.000272515,0.005361302,Glyma.16G135500,Glyma.16G135500,Glyma.16G135500.Wm82.a2.v1,
1.021555424,0.001082403,0.012906849,Glyma.11G149600,Glyma.11G149600,Glyma.11G149600.Wm82.a2.v1,high chlorophyll fluorescence 153
1.021452606,1.08739E-05,0.000913666,Glyma.20G137700,Glyma.20G137700,Glyma.20G137700.Wm82.a2.v1,
1.020851016,6.13906E-06,0.000724661,Glyma.01G162300,Glyma.01G162300,Glyma.01G162300.Wm82.a2.v1,
1.020825863,0.004995283,0.035545411,Glyma.13G246900,Glyma.13G246900,Glyma.13G246900.Wm82.a2.v1,
1.020109653,1.03155E-05,0.000890785,Glyma.13G245500,Glyma.13G245500,Glyma.13G245500.Wm82.a2.v1,Protein of unknown function (DUF300)
1.017328143,0.001723824,0.017429185,Glyma.16G163200,Glyma.16G163200,Glyma.16G163200.Wm82.a2.v1,gigantea protein (GI)
1.017277479,0.000157505,0.003888631,Glyma.09G098700,Glyma.09G098700,Glyma.09G098700.Wm82.a2.v1,Calmodulin-binding protein
1.014464408,0.001783135,0.017833188,Glyma.17G240100,Glyma.17G240100,Glyma.17G240100.Wm82.a2.v1,related to AP2 1
1.01373338,0.005523571,0.038151715,Glyma.12G104600,Glyma.12G104600,Glyma.12G104600.Wm82.a2.v1,myb domain protein 14
1.013491154,0.002583096,0.022841125,Glyma.04G012300,Glyma.04G012300,Glyma.04G012300.Wm82.a2.v1,NmrA-like negative transcriptional regulator family protein
1.013232946,0.000521799,0.008076139,Glyma.12G094200,Glyma.12G094200,Glyma.12G094200.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.013035253,0.000689619,0.009698618,Glyma.07G153200,Glyma.07G153200,Glyma.07G153200.Wm82.a2.v1,
1.01262784,0.000145825,0.003726684,Glyma.02G108300,Glyma.02G108300,Glyma.02G108300.Wm82.a2.v1,RING/U-box superfamily protein
1.012369111,0.000381126,0.006586786,Glyma.03G003000,Glyma.03G003000,Glyma.03G003000.Wm82.a2.v1,S-locus lectin protein kinase family protein
1.01199007,1.81288E-05,0.001155782,Glyma.17G239800,Glyma.17G239800,Glyma.17G239800.Wm82.a2.v1,SPla/RYanodine receptor (SPRY) domain-containing protein
1.010975003,9.30908E-05,0.002857907,Glyma.04G007400,Glyma.04G007400,Glyma.04G007400.Wm82.a2.v1,FMN-linked oxidoreductases superfamily protein
